,Region,Pack_Size,Commodity,Organic_new1,Low_Price,High_Price,HEB_Price_Gallon,year,month,day,Store_Demand_Rand_NORMDIST
5311,2,0,0,0,1.99,3.99,2.49,0,2,22,8.258550576371933
2098,5,6,1,1,2.5,2.5,2.5,3,8,10,8.712515212292342
13716,1,7,2,0,2.5,2.5,2.5,1,9,3,8.495226596608516
14425,4,8,2,0,1.69,3.5,2.45,4,5,23,8.403776988544232
3628,3,6,1,1,3.99,3.99,3.99,3,1,5,8.642852095274243
3340,1,6,1,0,1.25,2.25,1.89,2,9,30,8.599621154612562
2715,3,3,1,0,4.99,5.99,5.42,2,1,6,8.544822284876746
950,3,2,1,0,3.99,3.99,3.99,3,0,29,8.571763955030187
8775,2,6,1,0,1.99,3.0,2.79,5,0,26,8.637345895600433
7363,6,2,1,0,2.99,3.99,3.81,4,3,14,8.181998894651366
10778,6,8,2,1,3.99,4.39,4.17,3,0,22,8.585613682587732
3023,6,0,0,0,2.99,3.99,3.64,2,5,26,8.035818545050388
10462,5,8,2,1,2.98,2.98,2.98,2,4,1,8.609523410726041
10592,5,7,2,0,2.99,3.69,3.41,2,7,21,8.540289829363054
15028,3,7,2,0,1.69,2.39,1.78,5,2,2,8.69165288028591
10300,5,6,1,0,1.5,2.5,2.43,5,11,14,8.71470428034983
5307,5,2,1,0,3.99,4.49,4.17,0,2,8,8.630369993414101
13294,6,8,2,0,0.88,0.88,0.88,0,9,4,8.480130637294101
9934,4,0,0,0,2.5,3.5,3.11,5,9,5,7.837340434848083
15367,1,8,2,1,2.99,3.99,3.12,5,6,6,8.524845381353686
3846,2,0,0,0,1.97,3.5,1.97,3,2,26,7.927104752665417
5697,2,0,0,0,1.98,3.49,2.4,0,8,20,7.9902545127982965
7075,1,1,1,0,2.99,3.79,3.45,4,1,18,7.825104308392712
15312,1,7,2,0,1.58,1.99,1.88,5,5,15,8.618679310927735
8567,5,5,1,0,1.49,2.5,2.38,4,11,8,8.718407223075507
6658,1,1,1,0,2.98,3.99,3.16,0,5,14,8.106068230456037
10569,1,7,2,0,2.49,2.99,2.53,2,7,7,8.652043400886503
10847,5,7,2,0,2.59,2.59,2.59,3,1,26,8.62098391313359
10074,3,5,1,0,1.25,1.25,1.25,5,10,2,8.683193240025146
8679,4,3,1,0,4.99,6.99,6.62,4,11,29,8.370789255547042
7900,6,0,0,0,0.88,2.99,2.85,4,6,21,8.321589445123633
4560,1,2,1,0,4.99,4.99,4.99,3,7,6,8.656830513318944
662,4,1,1,0,3.79,4.99,4.96,2,9,16,8.048880042184472
10760,1,4,2,1,1.0,1.0,1.0,3,0,15,8.218429210266763
11634,5,8,2,1,3.99,3.99,3.99,3,11,10,8.312418855314528
10433,6,4,2,1,1.0,1.0,1.0,2,3,3,8.27821838961289
11878,1,7,2,1,5.99,5.99,5.99,2,5,26,8.54347633577086
7197,5,1,1,0,3.5,3.5,3.5,4,2,10,8.057397607206564
2805,2,6,1,0,1.99,2.99,2.63,2,2,20,8.58289768298087
9130,1,2,1,0,2.99,3.99,3.37,5,3,13,8.233342224489016
11304,2,4,2,1,0.99,0.99,0.99,3,7,6,8.247940581473948
9820,3,6,1,1,3.49,3.5,3.49,5,8,7,8.538549748566714
5295,3,3,1,0,4.49,9.99,9.61,0,2,8,8.588648996803402
2249,5,0,0,0,3.0,3.49,3.45,3,9,15,8.096562673980143
4271,1,1,1,0,3.49,3.89,3.59,3,5,11,7.986395087344916
11875,3,8,2,1,2.99,2.99,2.99,2,5,26,8.545088210959278
2658,2,6,1,0,1.99,3.0,2.69,2,0,9,8.651590132205023
10337,5,8,2,1,3.49,3.59,3.59,2,0,23,8.434208201935318
10281,6,0,0,0,2.49,3.5,3.03,5,11,14,8.023279150883194
13314,4,7,2,0,3.0,3.29,3.21,0,11,13,8.684918657321864
14576,3,7,2,1,4.99,5.99,5.65,4,7,11,8.664166112264665
832,5,0,0,0,2.49,3.99,3.05,2,11,25,8.078902517808757
12973,1,4,2,1,1.0,1.0,1.0,3,11,3,8.31962619144131
427,3,5,1,0,3.99,3.99,3.99,2,6,10,8.692736693594476
15352,0,7,2,0,5.99,5.99,0.0,5,5,29,8.572111569873488
15076,2,4,2,1,0.92,1.0,0.98,5,2,16,8.09811409158615
3045,4,2,1,0,4.99,4.99,4.99,2,5,26,8.678272259074046
11919,5,7,2,1,5.79,5.79,5.79,2,6,24,8.511168705735118
3230,2,3,1,0,6.49,7.99,7.76,2,8,18,8.559934395207963
6281,2,0,0,0,1.88,3.5,3.2,1,6,11,8.270278376256575
1376,6,2,1,0,3.49,4.99,4.5,3,3,23,8.624338535873859
10819,3,7,2,1,5.29,5.29,5.29,3,1,12,8.345597087615303
13382,3,8,2,1,2.99,3.79,3.07,1,0,24,8.58587098062545
6609,1,2,1,0,2.99,2.99,2.99,1,11,12,8.532842626243738
4367,3,5,1,0,3.0,3.0,3.0,3,6,2,8.729844232391525
5649,4,3,1,0,3.99,5.0,4.4,0,7,23,8.6149629272568
14577,6,7,2,1,5.0,5.0,5.0,4,7,11,8.407708899626718
11114,5,8,2,1,2.5,2.99,2.63,3,4,28,8.331799033939829
4318,6,6,1,0,1.67,2.99,2.76,3,5,18,8.510322075563176
6053,1,0,0,0,1.88,3.99,1.98,1,3,4,8.190473068500856
859,6,5,1,1,3.99,3.99,3.99,2,11,25,8.541753228099397
15168,1,8,2,1,2.99,4.29,3.47,5,3,20,8.382784179842375
8560,4,0,0,0,1.98,3.0,2.85,4,11,8,7.850279946637672
4751,3,1,1,0,2.49,5.0,2.93,3,8,17,8.283545984279904
5848,6,0,0,0,2.5,2.5,2.5,1,0,10,8.328154898073043
7512,2,0,0,0,1.99,3.99,2.67,4,4,12,7.894263602430455
934,4,5,1,0,1.99,3.0,2.81,3,0,29,8.56363622385475
5608,3,5,1,0,2.5,2.99,2.82,0,7,9,8.740125466166898
2836,5,3,1,0,5.99,5.99,5.99,2,3,3,8.48870117845366
2246,2,0,0,0,2.99,3.99,3.79,3,9,15,7.648957568232067
460,2,1,1,0,3.5,4.29,4.23,2,6,24,7.835381374868351
10841,4,8,2,0,2.19,2.19,2.19,3,1,26,8.54377137483284
258,5,3,1,0,7.49,7.97,7.82,2,4,1,8.529119832925407
12565,2,8,2,1,4.29,4.69,4.65,3,6,2,8.456782210151598
14758,0,8,2,1,2.99,2.99,0.0,4,9,20,8.506136089940906
2528,6,0,0,0,1.69,4.99,4.88,3,11,10,8.215389962102448
12641,1,8,2,0,0.99,0.99,0.99,3,7,6,8.283179333413877
8713,4,6,1,0,1.5,2.49,2.21,5,0,12,8.726150484532884
5626,1,2,1,0,2.99,4.99,3.56,0,7,9,8.18103404181114
12008,2,4,2,1,0.83,0.83,0.83,2,9,2,8.18460856511373
8644,5,3,1,0,5.98,5.99,5.98,4,11,22,8.561894384855579
13731,6,7,2,1,5.0,5.0,5.0,1,9,3,8.31768851978105
10402,5,7,2,0,2.99,3.89,3.23,2,2,20,8.59942846508254
2907,4,2,1,0,3.5,3.99,3.57,2,4,1,8.40992297483959
12864,6,7,2,0,1.99,3.99,3.86,3,9,22,8.646346601994182
10704,6,4,2,1,1.0,1.0,1.0,2,10,13,8.20080459995956
10243,4,0,0,0,1.99,3.99,2.55,5,11,7,8.078077975454883
15082,1,7,2,0,1.99,2.39,2.26,5,2,23,8.633701285785422
2134,4,5,1,1,3.5,3.89,3.85,3,8,17,8.669228009442856
11968,6,7,2,0,1.88,3.99,3.82,2,8,4,8.677912975120908
4813,4,6,1,1,3.69,3.99,3.69,3,8,24,8.745553692790118
4194,6,6,1,1,3.99,3.99,3.99,3,4,21,8.658157009521197
7498,3,2,1,0,3.49,4.49,4.15,4,4,5,8.569549742598024
550,2,3,1,0,7.99,7.99,7.99,2,8,4,8.453203109649762
8736,1,1,1,0,3.5,3.5,3.5,5,0,19,8.133270862678911
4826,1,1,1,0,2.99,4.99,3.82,3,9,1,7.6020893360944575
14113,3,7,2,1,5.99,5.99,5.99,4,2,17,8.495509494633227
10961,0,7,2,0,3.79,3.79,0.0,3,3,16,8.773997047321568
1320,5,5,1,0,1.66,2.5,1.67,3,3,16,8.774899138383097
4719,4,1,1,0,2.99,2.99,2.99,3,8,10,8.085766430714903
14140,1,7,2,0,1.79,2.99,2.34,4,2,24,8.653892262274532
5973,5,6,1,0,1.67,3.0,1.9,1,1,21,8.688682298230091
7412,4,5,1,0,1.79,2.5,2.39,4,3,21,8.569193213896547
14566,5,7,2,0,1.99,3.99,2.12,4,7,11,8.630726116580954
4339,3,1,1,0,3.88,3.88,3.88,3,5,25,8.032331510296986
3451,4,3,1,0,7.99,7.99,7.99,2,11,11,8.354603973476099
9048,3,3,1,0,5.99,7.99,7.98,5,2,30,8.47279852104228
3684,2,6,1,0,1.88,3.0,2.08,3,1,19,8.792984937740894
4537,3,0,0,0,2.49,3.99,2.71,3,7,6,8.411106597252532
10568,2,8,2,0,1.99,1.99,1.99,2,7,7,8.255995141626148
6718,5,0,0,0,1.99,3.0,2.54,0,10,1,8.04314079407843
4022,1,0,0,0,2.0,2.0,2.0,3,4,0,7.898085471244877
4734,6,2,1,0,2.99,2.99,2.99,3,8,10,8.622195356820917
2326,5,5,1,0,1.79,3.99,2.13,3,9,29,8.541006227273154
12115,4,8,2,1,2.99,2.99,2.99,3,0,15,8.5157892425125
11222,3,8,2,1,3.0,3.0,3.0,3,6,9,8.394447468289679
10464,4,7,2,1,6.99,6.99,6.99,2,4,1,8.63152580600072
5211,3,5,1,0,1.99,2.5,2.02,3,11,17,8.737185918652848
8430,6,1,1,0,2.88,5.99,3.01,4,10,10,7.9522124868845765
3661,6,2,1,0,4.99,4.99,4.99,3,1,12,8.54839020148775
15549,1,8,2,1,2.99,3.99,3.66,5,8,7,8.436545544164169
12243,5,7,2,0,2.99,2.99,2.99,3,2,12,8.637721378395604
6798,2,5,1,0,1.99,2.99,2.57,0,9,18,8.655364276393092
5830,3,6,1,0,1.99,3.5,2.34,0,11,27,8.649544934980526
10355,2,8,2,1,3.99,4.99,4.6,2,1,6,8.446019052393051
1953,5,6,1,0,1.99,3.0,2.73,3,7,13,8.659454365243294
1868,1,5,1,0,1.49,2.5,1.59,3,6,30,8.473093356318042
13503,3,8,2,0,1.25,1.25,1.25,1,4,2,8.462064013247646
820,6,6,1,0,1.99,2.5,2.27,2,11,11,8.60078341610658
6451,1,6,1,0,1.66,2.99,2.35,1,8,19,8.449189994975507
11291,4,7,2,0,1.79,3.19,1.86,3,7,6,8.553012290939911
2100,2,0,0,0,2.99,3.99,3.42,3,8,17,7.994394749600354
5562,2,2,1,0,3.99,4.49,4.26,0,6,12,8.322461203183689
13195,6,7,2,1,5.98,5.98,5.98,0,6,26,8.61094349002555
12490,5,8,2,1,2.88,2.88,2.88,3,5,4,8.239165985470075
5920,6,0,0,0,2.5,3.29,2.53,1,1,7,7.669820125255405
10276,1,0,0,0,1.88,3.99,3.99,5,11,14,8.167393996549231
9781,3,2,1,0,3.69,3.69,3.69,5,8,0,8.427291596003386
10079,2,1,1,0,3.99,3.99,3.99,5,10,2,8.123528634886956
13479,2,4,2,1,1.25,1.25,1.25,1,3,4,8.243364666761323
12521,4,8,2,0,1.59,1.59,1.59,3,5,18,8.257688009641127
3505,3,0,0,0,2.99,2.99,2.99,3,0,15,7.961480376486367
7517,1,5,1,0,1.25,2.49,1.65,4,4,12,8.808977972801188
7369,1,5,1,0,1.99,3.5,2.88,4,3,7,8.445766357330587
11550,2,4,2,1,0.83,1.0,0.93,3,10,5,7.994768170815753
2619,3,3,1,0,4.99,6.99,5.77,3,11,24,8.522025807400064
1172,2,0,0,0,1.98,3.99,3.58,3,2,19,8.080541677806245
11676,5,8,2,1,2.99,3.49,3.04,2,0,9,8.288034098131881
124,5,0,0,0,2.5,3.5,3.35,2,2,6,8.022267194391866
4185,6,6,1,0,1.49,3.0,2.59,3,4,21,8.596897303565129
9072,1,5,1,0,0.97,3.0,1.15,5,3,6,8.652805668572045
7905,5,5,1,0,1.67,2.0,1.86,4,6,21,8.533728981931395
6380,4,5,1,0,1.99,2.5,2.47,1,7,22,8.713269892772269
10772,3,7,2,0,3.79,3.79,3.79,3,0,22,8.605412836657786
3378,1,6,1,0,1.98,2.49,2.43,2,10,13,8.668569951249523
2505,1,6,1,0,1.59,2.79,2.37,3,11,3,8.444902736801353
9155,2,6,1,0,1.49,3.0,2.51,5,3,20,8.684534310938304
5814,3,5,1,0,1.5,2.5,2.42,0,11,27,8.621379193853484
14306,3,8,2,0,1.25,1.25,1.25,4,4,19,8.459678858398838
5850,2,5,1,0,1.77,3.0,2.62,1,0,10,8.630552182926094
14694,1,7,2,0,2.79,2.79,2.79,4,8,29,8.645083104953063
5103,2,5,1,0,1.49,2.99,1.86,3,10,26,8.683909352919795
10723,3,7,2,0,1.97,3.49,2.41,2,11,11,8.52555598341342
10169,2,0,0,1,5.99,5.99,5.99,5,10,16,7.838441637641057
14863,4,4,2,1,1.0,1.0,1.0,4,11,1,8.19917713202664
14458,1,8,2,1,2.99,4.79,4.77,4,6,7,8.479908453644436
2911,3,0,0,1,4.29,4.49,4.48,2,4,1,8.07659134534977
4360,2,0,0,0,2.5,3.99,3.02,3,6,2,7.773095487862456
13606,2,8,2,0,1.98,2.99,2.4,1,6,25,8.5147407461612
14498,2,7,2,0,1.79,1.79,1.79,4,6,21,8.646332382569392
2422,4,6,1,1,3.5,3.5,3.5,3,10,12,8.674128909762695
3256,2,0,0,0,2.88,4.99,3.69,2,9,2,8.123296864153268
5444,1,0,0,0,1.66,2.5,2.29,0,4,17,7.837384650699871
13310,3,8,2,0,1.25,1.25,1.25,0,11,13,8.275729181709767
15506,6,7,2,0,2.39,2.69,2.48,5,7,24,8.49774051267101
3830,4,3,1,0,6.99,7.99,7.91,3,2,19,8.478759187892017
9081,4,1,1,0,3.79,3.79,3.79,5,3,6,8.117456536641257
3041,5,6,1,0,1.99,2.5,2.17,2,5,26,8.603816007632503
6601,5,3,1,0,6.99,6.99,6.99,1,11,12,8.55906731254894
10987,2,8,2,1,3.69,4.99,4.14,3,3,23,8.407291950786302
5552,3,3,1,0,3.98,4.99,4.82,0,6,12,8.3742149174668
57,4,2,1,0,3.29,3.34,3.29,2,0,23,8.390844306982313
7462,2,2,1,0,2.99,2.99,2.99,4,3,28,8.610813623270433
9810,6,6,1,0,1.99,1.99,1.99,5,8,7,8.677310613272507
13096,2,8,2,1,3.49,3.69,3.55,0,4,3,8.598348032776517
10096,6,2,1,0,2.88,2.88,2.88,5,10,2,8.49586978935839
8821,2,0,0,1,5.49,5.79,5.67,5,1,2,8.036217628612809
7814,5,0,0,1,5.49,5.49,5.49,4,5,23,8.166580308284097
2407,2,6,1,0,1.88,3.0,2.07,3,10,12,8.656000216592739
9836,5,1,1,0,2.99,2.99,2.99,5,8,14,8.009832509586579
4678,1,5,1,0,1.67,2.5,1.87,3,8,3,8.71108902608978
10572,4,7,2,0,1.99,2.5,2.02,2,7,7,8.611658452686695
4474,6,5,1,0,1.99,2.5,2.02,3,6,23,8.681082695490412
13911,2,7,2,0,2.99,2.99,2.99,0,9,18,8.563722043086486
1874,1,1,1,0,2.99,2.99,2.99,3,6,30,8.130516567874334
5029,1,5,1,0,1.89,2.69,2.44,3,10,12,8.759823250085079
2290,2,1,1,0,3.99,4.29,4.14,3,9,22,7.994197074575248
2929,3,1,1,0,4.29,4.29,4.29,2,4,15,7.878535731186988
9002,2,0,0,1,3.99,4.99,4.21,5,2,16,7.701421923447106
10719,3,8,2,0,1.25,1.25,1.25,2,11,11,8.343812301337541
14960,6,8,2,1,3.99,4.99,4.68,5,0,19,8.463609758761077
7825,5,0,0,0,2.49,3.48,2.75,4,6,7,8.121632089162944
5794,4,6,1,0,1.0,2.5,1.1,0,11,13,8.57124396443305
7745,2,5,1,0,1.66,6.0,4.28,4,6,0,8.657910990134878
9991,2,2,1,0,3.79,4.79,4.51,5,9,12,8.568631838979794
9966,2,0,0,0,2.5,4.99,4.14,5,9,12,7.99926996891116
13810,5,7,2,0,2.99,2.99,2.99,1,11,26,8.516456232101667
2269,6,6,1,0,1.49,2.5,1.61,3,9,15,8.752482254762201
8059,2,3,1,0,3.99,8.98,5.41,4,7,18,8.529751643022042
4107,1,1,1,0,2.99,2.99,2.99,3,0,8,8.150395869445621
15231,2,8,2,1,3.49,4.99,4.92,5,4,11,8.357008247395443
3840,3,2,1,0,3.99,4.99,4.61,3,2,19,8.635727589035687
14203,3,7,2,0,1.89,1.89,1.89,4,3,14,8.612347450334077
7509,3,6,1,1,3.5,3.99,3.5,4,4,5,8.664338668066511
11387,1,8,2,0,1.25,1.66,1.54,3,8,10,8.317562243218152
11121,3,8,2,0,2.5,2.69,2.63,3,5,4,8.529950669931361
11130,5,7,2,0,1.99,2.59,2.58,3,5,4,8.674375590622839
5656,5,6,1,0,1.5,3.29,3.23,0,7,23,8.447291625041645
5958,3,5,1,0,2.99,2.99,2.99,1,1,21,8.727879366248876
3790,1,3,1,0,6.99,6.99,6.99,3,2,12,8.411331735236224
11359,1,8,2,1,4.29,4.29,4.29,3,7,27,8.457773601473473
9026,6,6,1,0,1.5,3.0,1.91,5,2,23,8.653221739653826
11459,4,7,2,1,5.99,5.99,5.99,3,9,1,8.590743880428445
3733,4,0,0,0,3.5,3.5,3.5,3,2,5,7.8790856321119795
5471,6,6,1,0,1.79,2.5,2.04,0,4,17,8.704154761391672
4012,3,2,1,0,3.99,4.99,4.2,3,3,23,8.348984391090479
2479,2,2,1,0,3.99,3.99,3.99,3,10,26,8.419855210675387
1103,1,1,1,0,4.99,4.99,4.99,3,2,5,7.98703232386765
11305,3,4,2,1,1.0,1.0,1.0,3,7,6,8.182884418736425
15375,1,8,2,0,1.0,2.99,1.29,5,6,13,8.506547524030129
3157,6,5,1,0,1.99,3.99,3.45,2,7,21,8.484451499705713
7260,4,0,0,0,2.5,3.49,3.14,4,1,25,8.077097635236973
8272,3,3,1,0,4.99,6.99,5.92,4,9,6,8.433899044805909
12438,0,7,2,0,3.99,3.99,0.0,3,4,21,8.771995071590139
4295,3,0,0,0,2.49,3.5,3.14,3,5,18,7.948728182506702
13174,2,4,2,1,1.0,1.0,1.0,0,6,12,8.112516811062362
1136,4,0,0,0,2.5,3.5,2.99,3,2,12,8.007036896883463
4374,4,1,1,0,2.99,3.99,3.96,3,6,2,7.72604672308683
13802,3,7,2,1,5.0,5.0,5.0,1,11,12,8.582218024676253
15226,4,7,2,0,1.99,3.49,2.33,5,4,11,8.572899813246098
7437,6,2,1,1,7.49,7.49,7.49,4,3,21,8.640687046307217
5556,2,6,1,0,1.88,3.49,3.25,0,6,12,8.773897711752905
8314,5,2,1,0,3.49,3.49,3.49,4,9,13,8.345446967941632
11180,1,4,2,1,1.0,1.0,1.0,3,5,18,8.230494353672857
14993,1,7,2,1,5.99,5.99,5.99,5,1,2,8.550514683621579
12039,1,4,2,1,1.0,1.0,1.0,2,9,30,8.135376097221284
8232,3,5,1,0,0.99,2.99,1.97,4,8,29,8.753244077545702
15217,6,7,2,1,5.98,5.98,5.98,5,4,4,8.591362531666187
11554,1,7,2,0,1.99,2.99,2.33,3,10,12,8.808563018964813
10903,2,8,2,1,3.69,3.69,3.69,3,2,19,8.273637716213006
14019,6,8,2,1,4.49,5.29,4.98,4,0,28,8.558637444045274
12391,4,4,2,1,1.0,1.0,1.0,3,4,7,7.981263877232339
15514,0,4,2,1,0.87,1.25,0.0,5,7,24,8.1716078107743
13727,1,7,2,1,4.98,4.98,4.99,1,9,3,8.386004668091886
10491,5,8,2,1,3.49,3.99,3.68,2,4,29,8.560527777671306
13077,6,8,2,1,2.99,3.99,3.73,0,3,19,8.499701602623073
9396,2,2,1,0,3.0,3.0,3.0,5,5,15,8.597858311572043
2701,1,0,0,0,2.5,3.49,3.3,2,1,6,7.909061714793967
3472,6,0,0,0,2.5,3.99,3.81,2,11,25,7.9135124297883115
3793,6,3,1,0,6.99,7.99,7.9,3,2,12,8.36769917786984
35,1,5,1,0,1.66,2.5,2.42,2,0,23,8.656024667084344
4792,4,1,1,0,2.99,5.99,5.45,3,8,24,7.6398663641973625
333,6,6,1,0,1.99,3.0,2.94,2,4,29,8.68745813413521
13231,2,8,2,1,3.49,4.69,4.31,0,7,23,8.434489984687259
10583,4,4,2,1,0.83,0.83,0.83,2,7,7,7.935346711774321
10405,2,8,2,1,4.49,4.49,4.49,2,2,20,8.659285748411051
11348,4,4,2,1,0.8,0.8,0.8,3,7,20,8.07097954065117
14714,1,7,2,0,1.59,2.69,1.88,4,9,6,8.456041640640311
12529,0,8,2,1,3.29,3.29,0.0,3,5,18,8.50475852772325
13521,4,7,2,0,3.0,3.0,3.0,1,4,16,8.644721043430295
11495,3,4,2,1,1.0,1.0,1.0,3,9,15,8.170644130354802
6087,1,0,0,0,1.98,3.0,2.52,1,3,18,8.087936610229171
8132,2,6,1,0,1.88,3.99,3.48,4,8,8,8.660677157770614
2364,6,1,1,0,3.49,6.99,4.21,3,10,5,7.995395538145562
14974,1,8,2,1,2.77,3.99,2.85,5,0,26,8.231829037810662
10525,6,7,2,1,5.99,6.49,6.3,2,5,26,8.29670958980773
14834,5,7,2,1,5.39,5.39,5.39,4,10,17,8.569553607374036
8162,5,1,1,0,3.5,3.5,3.5,4,8,15,8.078550731571008
10272,6,2,1,0,2.49,3.0,2.78,5,11,7,8.447191187952894
156,6,5,1,0,1.99,2.99,2.25,2,2,20,8.560896793305464
15422,2,7,2,0,2.99,2.99,2.99,5,6,27,8.561524632206694
3523,3,6,1,0,1.99,3.49,2.16,3,0,15,8.807473348259958
12276,5,7,2,0,2.99,3.49,3.23,3,2,26,8.624672383662327
14376,6,8,2,1,2.99,4.69,3.46,4,5,9,8.582853301602027
12633,5,7,2,0,1.99,2.59,1.99,3,6,30,8.699372475326768
7979,6,1,1,0,3.49,3.49,3.49,4,7,4,8.107348121803174
9866,3,5,1,0,1.25,1.25,1.25,5,8,21,8.708178081432706
11768,3,7,2,1,5.49,5.49,5.49,2,2,20,8.348698002596441
15459,3,7,2,0,1.79,1.99,1.85,5,7,3,8.735732946554831
14228,4,8,2,1,2.99,3.99,3.78,4,3,7,8.530709502351835
15155,5,4,2,1,1.0,1.0,1.0,5,3,13,8.062464044553982
1665,6,5,1,0,1.67,2.88,2.0,3,5,18,8.604455298823966
12047,6,8,2,0,1.38,2.5,1.92,2,10,13,8.389454399955765
7116,4,5,1,0,1.5,2.77,1.78,4,2,3,8.6283041735124
13393,5,8,2,0,1.77,1.77,1.77,1,1,7,8.27995265148699
3791,2,3,1,0,4.49,4.49,4.49,3,2,12,8.499880367318728
6904,2,1,1,0,3.59,3.99,3.6,4,0,14,8.281540013744616
8663,2,0,0,0,2.49,3.99,2.71,4,11,29,8.237142228538538
4354,4,2,1,0,2.99,3.88,3.68,3,5,25,8.49132712584919
5845,2,0,0,0,2.99,3.99,3.77,1,0,10,8.009943564884944
7169,1,6,1,0,1.33,3.5,2.24,4,2,17,8.775759317965875
9017,6,1,1,0,2.99,3.99,3.87,5,2,23,7.887315424429646
9696,5,1,1,0,2.99,2.99,2.99,5,7,17,8.059654793070191
4319,1,2,1,0,2.99,4.99,3.92,3,5,18,8.379761335105412
3850,6,0,0,0,1.99,5.49,3.75,3,2,26,8.126735883260094
5422,5,1,1,0,3.99,3.99,3.99,0,4,3,7.994586021118016
14463,6,8,2,1,2.99,4.49,4.07,4,6,7,8.477241088604984
1746,1,2,1,0,2.99,2.99,2.99,3,6,2,8.617053965302723
203,5,6,1,0,1.67,3.0,1.93,2,3,3,8.817533748545587
12326,4,8,2,1,3.49,3.99,3.96,3,3,16,8.392536515782215
8331,5,1,1,0,2.47,2.47,2.48,4,9,20,8.090821444063925
3702,3,5,1,0,1.89,2.5,2.45,3,1,26,8.814488704948822
9586,6,5,1,0,1.49,2.49,1.87,5,6,27,8.623615970750798
14663,2,7,2,1,6.49,6.49,6.49,4,8,15,8.28392600305236
11464,4,4,2,1,1.0,1.0,1.0,3,9,1,8.165509665655884
4525,1,2,1,0,2.99,2.99,2.99,3,6,30,8.67138659900635
2050,4,3,1,0,5.49,5.49,5.49,3,8,3,8.49315524276236
8867,3,0,0,0,1.9,2.99,2.61,5,1,23,8.057314944346468
14836,1,7,2,0,2.0,2.99,2.83,4,10,24,8.39672668356596
4222,3,2,1,0,3.99,3.99,3.99,3,4,28,8.360775518157348
7129,2,6,1,0,1.66,2.99,1.86,4,2,3,8.744125815035135
11074,5,7,2,1,5.99,5.99,5.99,3,4,14,8.476754034451538
2048,6,1,1,0,3.49,3.49,3.49,3,8,3,8.102111135527625
4771,2,0,0,1,2.79,2.79,2.79,3,8,17,8.230549138277343
951,4,2,1,0,4.49,4.49,4.49,3,0,29,8.534101886419117
4246,6,3,1,0,5.99,7.99,6.86,3,5,4,8.44322187325025
10984,5,7,2,0,2.5,2.5,2.5,3,3,23,8.631865784750405
10963,3,7,2,0,2.79,2.79,2.79,3,3,16,8.643301844772783
4301,3,5,1,0,1.99,3.0,2.91,3,5,18,8.568355375743469
4300,2,5,1,0,1.59,2.99,2.59,3,5,18,8.627700815184848
9041,2,5,1,0,1.77,2.99,2.78,5,2,30,8.613178902823908
11238,2,7,2,0,2.5,3.99,3.04,3,6,16,8.554236154789479
2872,3,6,1,0,1.99,3.0,2.11,2,3,17,8.701357840175401
229,3,3,1,0,6.99,6.99,6.99,2,3,17,8.518985876856682
14156,5,8,2,0,1.0,1.0,1.0,4,1,25,8.290746264528586
2174,4,6,1,1,3.69,3.99,3.71,3,8,24,8.61298930922346
6917,1,2,1,0,2.99,3.49,3.33,4,0,14,8.256008004379442
13866,1,8,2,0,1.49,1.66,1.56,0,10,1,8.375401439455272
11566,2,7,2,1,6.79,6.79,6.79,3,10,12,8.399614049911401
1851,6,6,1,0,1.99,2.5,2.32,3,6,23,8.704920690686302
9676,5,0,0,1,5.49,5.49,5.49,5,7,3,7.918678053342902
9793,4,5,1,0,1.99,3.5,2.19,5,8,7,8.649312918534145
9493,4,6,1,0,1.3,2.0,1.92,5,6,6,8.584306933105077
11277,6,7,2,0,1.99,2.98,2.16,3,6,30,8.346877214211052
13941,5,7,2,1,5.99,5.99,5.99,4,0,0,8.646661701848316
5760,3,2,1,0,2.99,4.99,3.94,0,9,4,8.533803078266702
11951,1,8,2,1,2.99,3.59,3.27,2,7,21,8.558040718172553
14944,2,4,2,1,1.25,1.25,1.25,5,0,12,8.029879118951081
15251,2,8,2,1,3.99,4.99,4.23,5,4,18,8.479257370210151
8655,3,0,0,1,5.0,5.0,5.0,4,11,22,7.78188638431856
800,2,5,1,0,1.88,3.49,2.03,2,11,11,8.665150052460552
5489,6,1,1,0,2.97,3.59,3.4,0,5,0,7.871414258813047
4728,4,6,1,0,1.49,2.5,1.85,3,8,10,8.68277691579396
3141,6,2,1,0,3.5,3.99,3.99,2,7,7,8.452996736971501
1719,2,5,1,1,5.99,5.99,5.99,3,5,25,8.7362396033089
408,6,2,1,0,4.49,4.49,4.49,2,5,26,8.58480895867171
10688,3,8,2,0,1.25,2.49,2.47,2,10,13,8.227226943534413
5813,2,5,1,0,1.67,3.99,3.12,0,11,27,8.61366998118207
651,4,0,0,0,3.99,4.99,4.02,2,9,16,8.051407795735027
10001,3,0,0,0,2.99,2.99,2.99,5,9,19,8.161803096309033
14112,2,7,2,1,6.99,6.99,6.99,4,2,17,8.61287968845499
9663,4,3,1,0,6.99,7.99,7.76,5,7,3,8.548205227230152
12861,3,7,2,0,1.99,1.99,1.99,3,9,22,8.596699555468444
6706,6,6,1,0,2.5,2.5,2.5,0,10,29,8.68519339744864
6588,1,5,1,0,0.99,2.99,2.85,1,11,12,8.673443591971788
12859,1,7,2,0,2.77,2.77,2.77,3,9,22,8.589468686719728
